A	filename	PSG filename
BF	total_N2_dom_freq_Hz	Total - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
BG	total_N3_dom_freq_Hz	Total - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
BH	total_N2N3_dom_freq_Hz	Total - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
BI	total_NREM_dom_freq_Hz	Total - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
BJ	total_R_dom_freq_Hz	Total - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
BK	total_dom_freq_Hz	Total - Spindle dominant frequency (Hz) where spectral energy is maximum.
BL	total_N1_avg_freq_Hz	Total - Spindle average frequency (Hz) counting peaks in N1 stage.
BM	total_N2_avg_freq_Hz	Total - Spindle average frequency (Hz) counting peaks in N2 stage.
BN	total_N3_avg_freq_Hz	Total - Spindle average frequency (Hz) counting peaks in N3 stage.
BO	total_N2N3_avg_freq_Hz	Total - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
BP	total_NREM_avg_freq_Hz	Total - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
BQ	total_R_avg_freq_Hz	Total - Spindle average frequency (Hz) counting peaks in REM stage.
BR	total_avg_freq_Hz	Total - Spindle average frequency (Hz) counting peaks.
BS	total_N1_amp_pkpk_uV	Total - Average peak-to-peak amplitude (µV) in N1 stage.
BT	total_N2_amp_pkpk_uV	Total - Average peak-to-peak amplitude (µV) in N2 stage.
BU	total_N3_amp_pkpk_uV	Total - Average peak-to-peak amplitude (µV) in N3 stage.
BV	total_N2N3_amp_pkpk_uV	Total - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
BW	total_NREM_amp_pkpk_uV	Total - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
BX	total_R_amp_pkpk_uV	Total - Average peak-to-peak amplitude (µV) in REM stage.
BY	total_amp_pkpk_uV	Total - Average peak-to-peak amplitude (µV)
BZ	total_N1_amp_rms_uV	Total - Average rms amplitude (µV) in N1 stage.
CA	total_N2_amp_rms_uV	Total - Average rms amplitude (µV) in N2 stage.
CB	total_N3_amp_rms_uV	Total - Average rms amplitude (µV) in N3 stage.
CC	total_N2N3_amp_rms_uV	Total - Average rms amplitude (µV) in N2 and N3 stage.
CD	total_NREM_amp_rms_uV	Total - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
CE	total_R_amp_rms_uV	Total - Average rms amplitude (µV) in REM stage.
CF	total_amp_rms_uV	Total - Average rms (Root Mean Square) amplitude (µV)
CG	cyc1_valid_min	Cycle 1 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
CH	cyc1_N1_valid_min	Cycle 1 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
CI	cyc1_N2_valid_min	Cycle 1 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
CJ	cyc1_N3_valid_min	Cycle 1 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
CK	cyc1_N2N3_valid_min	Cycle 1 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
CL	cyc1_NREM_valid_min	Cycle 1 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
CM	cyc1_R_valid_min	Cycle 1 - Valid (no artifact) duration (min) in REM stage available for detection.
CN	cyc1_min	Cycle 1 duration (min) minus the REM periods if excluded.
CO	cyc1_N1_spindle_count	Cycle 1 - Sleep spindle count in N1 stage.
CP	cyc1_N2_spindle_count	Cycle 1 - Sleep spindle count in N2 stage.
CQ	cyc1_N3_spindle_count	Cycle 1 - Sleep spindle count in N3 stage.
CR	cyc1_N2N3_spindle_count	Cycle 1 - Sleep spindle count in N2 and N3 stage.
CS	cyc1_NREM_spindle_count	Cycle 1 - Sleep spindle count in NREM stage (N1, N2, N3).
CT	cyc1_R_spindle_count	Cycle 1 - Sleep spindle count in REM stage.
CU	cyc1_spindle_count	Cycle 1 - Sleep spindle count in all stages.
CV	cyc1_N1_density	Cycle 1 - Spindle density (count/min) in N1 stage.
CW	cyc1_N2_density	Cycle 1 - Spindle density (count/min) in N2 stage.
CX	cyc1_N3_density	Cycle 1 - Spindle density (count/min) in N3 stage.
CY	cyc1_N2N3_density	Cycle 1 - Spindle density (count/min) in N2 and N3 stage.
CZ	cyc1_NREM_density	Cycle 1 - Spindle density (count/min) in NREM stage (N1, N2, N3).
DA	cyc1_R_density	Cycle 1 - Spindle density (count/min) in REM stage.
DB	cyc1_density	Cycle 1 - Spindle density (count/min) in all stages.
DC	cyc1_N1_spindle_sec	Cycle 1 - Average spindle duration (s) in N1 stage.
DD	cyc1_N2_spindle_sec	Cycle 1 - Average spindle duration (s) in N2 stage.
DE	cyc1_N3_spindle_sec	Cycle 1 - Average spindle duration (s) in N3 stage.
DF	cyc1_N2N3_spindle_sec	Cycle 1 - Average spindle duration (s) in N2 and N3 stage.
DG	cyc1_NREM_spindle_sec	Cycle 1 - Average spindle duration (s) in NREM stage (N1, N2, N3).
DH	cyc1_R_spindle_sec	Cycle 1 - Average spindle duration (s) in REM stage.
DI	cyc1_spindle_sec	Cycle 1 - Average spindle duration (s) in all stages.
DJ	cyc1_N1_dom_freq_Hz	Cycle 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
DK	cyc1_N2_dom_freq_Hz	Cycle 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
DL	cyc1_N3_dom_freq_Hz	Cycle 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
DM	cyc1_N2N3_dom_freq_Hz	Cycle 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
DN	cyc1_NREM_dom_freq_Hz	Cycle 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
DO	cyc1_R_dom_freq_Hz	Cycle 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
DP	cyc1_dom_freq_Hz	Cycle 1 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
DQ	cyc1_N1_avg_freq_Hz	Cycle 1 - Spindle average frequency (Hz) counting peaks in N1 stage.
DR	cyc1_N2_avg_freq_Hz	Cycle 1 - Spindle average frequency (Hz) counting peaks in N2 stage.
DS	cyc1_N3_avg_freq_Hz	Cycle 1 - Spindle average frequency (Hz) counting peaks in N3 stage.
DT	cyc1_N2N3_avg_freq_Hz	Cycle 1 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
DU	cyc1_NREM_avg_freq_Hz	Cycle 1 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
DV	cyc1_R_avg_freq_Hz	Cycle 1 - Spindle average frequency (Hz) counting peaks in REM stage.
DW	cyc1_avg_freq_Hz	Cycle 1 - Spindle average frequency (Hz) counting peaks in all stages.
DX	cyc1_N1_amp_pkpk_uV	Cycle 1 - Average peak-to-peak amplitude (µV) in N1 stage.
DY	cyc1_N2_amp_pkpk_uV	Cycle 1 - Average peak-to-peak amplitude (µV) in N2 stage.
DZ	cyc1_N3_amp_pkpk_uV	Cycle 1 - Average peak-to-peak amplitude (µV) in N3 stage.
EA	cyc1_N2N3_amp_pkpk_uV	Cycle 1 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
EB	cyc1_NREM_amp_pkpk_uV	Cycle 1 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
EC	cyc1_R_amp_pkpk_uV	Cycle 1 - Average peak-to-peak amplitude (µV) in REM stage.
ED	cyc1_amp_pkpk_uV	Cycle 1 - Average peak-to-peak amplitude (µV) in all stages
EE	cyc1_N1_amp_rms_uV	Cycle 1 - Average rms amplitude (µV) in N1 stage.
EF	cyc1_N2_amp_rms_uV	Cycle 1 - Average rms amplitude (µV) in N2 stage.
EG	cyc1_N3_amp_rms_uV	Cycle 1 - Average rms amplitude (µV) in N3 stage.
EH	cyc1_N2N3_amp_rms_uV	Cycle 1 - Average rms amplitude (µV) in N2 and N3 stage.
EI	cyc1_NREM_amp_rms_uV	Cycle 1 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
EJ	cyc1_R_amp_rms_uV	Cycle 1 - Average rms amplitude (µV) in REM stage.
EK	cyc1_amp_rms_uV	Cycle 1 - Average rms (Root Mean Square) amplitude (µV) in all stages
EL	cyc2_valid_min	Cycle 2 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
EM	cyc2_N1_valid_min	Cycle 2 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
EN	cyc2_N2_valid_min	Cycle 2 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
EO	cyc2_N3_valid_min	Cycle 2 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
EP	cyc2_N2N3_valid_min	Cycle 2 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
EQ	cyc2_NREM_valid_min	Cycle 2 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
ER	cyc2_R_valid_min	Cycle 2 - Valid (no artifact) duration (min) in REM stage available for detection.
ES	cyc2_min	Cycle 2 duration (min) minus the REM periods if excluded.
ET	cyc2_N1_spindle_count	Cycle 2 - Sleep spindle count in N1 stage.
EU	cyc2_N2_spindle_count	Cycle 2 - Sleep spindle count in N2 stage.
EV	cyc2_N3_spindle_count	Cycle 2 - Sleep spindle count in N3 stage.
EW	cyc2_N2N3_spindle_count	Cycle 2 - Sleep spindle count in N2 and N3 stage.
EX	cyc2_NREM_spindle_count	Cycle 2 - Sleep spindle count in NREM stage (N1, N2, N3).
EY	cyc2_R_spindle_count	Cycle 2 - Sleep spindle count in REM stage.
EZ	cyc2_spindle_count	Cycle 2 - Sleep spindle count in all stages.
FA	cyc2_N1_density	Cycle 2 - Spindle density (count/min) in N1 stage.
FB	cyc2_N2_density	Cycle 2 - Spindle density (count/min) in N2 stage.
FC	cyc2_N3_density	Cycle 2 - Spindle density (count/min) in N3 stage.
FD	cyc2_N2N3_density	Cycle 2 - Spindle density (count/min) in N2 and N3 stage.
FE	cyc2_NREM_density	Cycle 2 - Spindle density (count/min) in NREM stage (N1, N2, N3).
FF	cyc2_R_density	Cycle 2 - Spindle density (count/min) in REM stage.
FG	cyc2_density	Cycle 2 - Spindle density (count/min) in all stages.
FH	cyc2_N1_spindle_sec	Cycle 2 - Average spindle duration (s) in N1 stage.
FI	cyc2_N2_spindle_sec	Cycle 2 - Average spindle duration (s) in N2 stage.
FJ	cyc2_N3_spindle_sec	Cycle 2 - Average spindle duration (s) in N3 stage.
FK	cyc2_N2N3_spindle_sec	Cycle 2 - Average spindle duration (s) in N2 and N3 stage.
FL	cyc2_NREM_spindle_sec	Cycle 2 - Average spindle duration (s) in NREM stage (N1, N2, N3).
FM	cyc2_R_spindle_sec	Cycle 2 - Average spindle duration (s) in REM stage.
FN	cyc2_spindle_sec	Cycle 2 - Average spindle duration (s) in all stages.
FO	cyc2_N1_dom_freq_Hz	Cycle 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
FP	cyc2_N2_dom_freq_Hz	Cycle 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
FQ	cyc2_N3_dom_freq_Hz	Cycle 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
FR	cyc2_N2N3_dom_freq_Hz	Cycle 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
FS	cyc2_NREM_dom_freq_Hz	Cycle 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
FT	cyc2_R_dom_freq_Hz	Cycle 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
FU	cyc2_dom_freq_Hz	Cycle 2 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
FV	cyc2_N1_avg_freq_Hz	Cycle 2 - Spindle average frequency (Hz) counting peaks in N1 stage.
FW	cyc2_N2_avg_freq_Hz	Cycle 2 - Spindle average frequency (Hz) counting peaks in N2 stage.
FX	cyc2_N3_avg_freq_Hz	Cycle 2 - Spindle average frequency (Hz) counting peaks in N3 stage.
FY	cyc2_N2N3_avg_freq_Hz	Cycle 2 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
FZ	cyc2_NREM_avg_freq_Hz	Cycle 2 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
GA	cyc2_R_avg_freq_Hz	Cycle 2 - Spindle average frequency (Hz) counting peaks in REM stage.
GB	cyc2_avg_freq_Hz	Cycle 2 - Spindle average frequency (Hz) counting peaks in all stages.
GC	cyc2_N1_amp_pkpk_uV	Cycle 2 - Average peak-to-peak amplitude (µV) in N1 stage.
GD	cyc2_N2_amp_pkpk_uV	Cycle 2 - Average peak-to-peak amplitude (µV) in N2 stage.
GE	cyc2_N3_amp_pkpk_uV	Cycle 2 - Average peak-to-peak amplitude (µV) in N3 stage.
GF	cyc2_N2N3_amp_pkpk_uV	Cycle 2 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
GG	cyc2_NREM_amp_pkpk_uV	Cycle 2 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
GH	cyc2_R_amp_pkpk_uV	Cycle 2 - Average peak-to-peak amplitude (µV) in REM stage.
GI	cyc2_amp_pkpk_uV	Cycle 2 - Average peak-to-peak amplitude (µV) in all stages
GJ	cyc2_N1_amp_rms_uV	Cycle 2 - Average rms amplitude (µV) in N1 stage.
GK	cyc2_N2_amp_rms_uV	Cycle 2 - Average rms amplitude (µV) in N2 stage.
GL	cyc2_N3_amp_rms_uV	Cycle 2 - Average rms amplitude (µV) in N3 stage.
GM	cyc2_N2N3_amp_rms_uV	Cycle 2 - Average rms amplitude (µV) in N2 and N3 stage.
GN	cyc2_NREM_amp_rms_uV	Cycle 2 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
GO	cyc2_R_amp_rms_uV	Cycle 2 - Average rms amplitude (µV) in REM stage.
GP	cyc2_amp_rms_uV	Cycle 2 - Average rms (Root Mean Square) amplitude (µV) in all stages
GQ	cyc3_valid_min	Cycle 3 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
GR	cyc3_N1_valid_min	Cycle 3 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
GS	cyc3_N2_valid_min	Cycle 3 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
GT	cyc3_N3_valid_min	Cycle 3 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
GU	cyc3_N2N3_valid_min	Cycle 3 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
GV	cyc3_NREM_valid_min	Cycle 3 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
GW	cyc3_R_valid_min	Cycle 3 - Valid (no artifact) duration (min) in REM stage available for detection.
GX	cyc3_min	Cycle 3 duration (min) minus the REM periods if excluded.
GY	cyc3_N1_spindle_count	Cycle 3 - Sleep spindle count in N1 stage.
GZ	cyc3_N2_spindle_count	Cycle 3 - Sleep spindle count in N2 stage.
HA	cyc3_N3_spindle_count	Cycle 3 - Sleep spindle count in N3 stage.
HB	cyc3_N2N3_spindle_count	Cycle 3 - Sleep spindle count in N2 and N3 stage.
HC	cyc3_NREM_spindle_count	Cycle 3 - Sleep spindle count in NREM stage (N1, N2, N3).
HD	cyc3_R_spindle_count	Cycle 3 - Sleep spindle count in REM stage.
HE	cyc3_spindle_count	Cycle 3 - Sleep spindle count in all stages.
HF	cyc3_N1_density	Cycle 3 - Spindle density (count/min) in N1 stage.
HG	cyc3_N2_density	Cycle 3 - Spindle density (count/min) in N2 stage.
HH	cyc3_N3_density	Cycle 3 - Spindle density (count/min) in N3 stage.
HI	cyc3_N2N3_density	Cycle 3 - Spindle density (count/min) in N2 and N3 stage.
HJ	cyc3_NREM_density	Cycle 3 - Spindle density (count/min) in NREM stage (N1, N2, N3).
HK	cyc3_R_density	Cycle 3 - Spindle density (count/min) in REM stage.
HL	cyc3_density	Cycle 3 - Spindle density (count/min) in all stages.
HM	cyc3_N1_spindle_sec	Cycle 3 - Average spindle duration (s) in N1 stage.
HN	cyc3_N2_spindle_sec	Cycle 3 - Average spindle duration (s) in N2 stage.
HO	cyc3_N3_spindle_sec	Cycle 3 - Average spindle duration (s) in N3 stage.
HP	cyc3_N2N3_spindle_sec	Cycle 3 - Average spindle duration (s) in N2 and N3 stage.
HQ	cyc3_NREM_spindle_sec	Cycle 3 - Average spindle duration (s) in NREM stage (N1, N2, N3).
HR	cyc3_R_spindle_sec	Cycle 3 - Average spindle duration (s) in REM stage.
HS	cyc3_spindle_sec	Cycle 3 - Average spindle duration (s) in all stages.
HT	cyc3_N1_dom_freq_Hz	Cycle 3 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
HU	cyc3_N2_dom_freq_Hz	Cycle 3 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
HV	cyc3_N3_dom_freq_Hz	Cycle 3 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
HW	cyc3_N2N3_dom_freq_Hz	Cycle 3 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
HX	cyc3_NREM_dom_freq_Hz	Cycle 3 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
HY	cyc3_R_dom_freq_Hz	Cycle 3 - Spindle dominant frequency (Hz) where spectral energy is maximum in REM stage.
HZ	cyc3_dom_freq_Hz	Cycle 3 - Spindle dominant frequency (Hz) where spectral energy is maximum in all stages.
IA	cyc3_N1_avg_freq_Hz	Cycle 3 - Spindle average frequency (Hz) counting peaks in N1 stage.
IB	cyc3_N2_avg_freq_Hz	Cycle 3 - Spindle average frequency (Hz) counting peaks in N2 stage.
IC	cyc3_N3_avg_freq_Hz	Cycle 3 - Spindle average frequency (Hz) counting peaks in N3 stage.
ID	cyc3_N2N3_avg_freq_Hz	Cycle 3 - Spindle average frequency (Hz) counting peaks in N2 and N3 stage.
IE	cyc3_NREM_avg_freq_Hz	Cycle 3 - Spindle average frequency (Hz) counting peaks in NREM stage (N1, N2, N3).
IF	cyc3_R_avg_freq_Hz	Cycle 3 - Spindle average frequency (Hz) counting peaks in REM stage.
IG	cyc3_avg_freq_Hz	Cycle 3 - Spindle average frequency (Hz) counting peaks in all stages.
IH	cyc3_N1_amp_pkpk_uV	Cycle 3 - Average peak-to-peak amplitude (µV) in N1 stage.
II	cyc3_N2_amp_pkpk_uV	Cycle 3 - Average peak-to-peak amplitude (µV) in N2 stage.
IJ	cyc3_N3_amp_pkpk_uV	Cycle 3 - Average peak-to-peak amplitude (µV) in N3 stage.
IK	cyc3_N2N3_amp_pkpk_uV	Cycle 3 - Average peak-to-peak amplitude (µV) in N2 and N3 stage.
IL	cyc3_NREM_amp_pkpk_uV	Cycle 3 - Average peak-to-peak amplitude (µV) in NREM stage (N1, N2, N3).
IM	cyc3_R_amp_pkpk_uV	Cycle 3 - Average peak-to-peak amplitude (µV) in REM stage.
IN	cyc3_amp_pkpk_uV	Cycle 3 - Average peak-to-peak amplitude (µV) in all stages
IO	cyc3_N1_amp_rms_uV	Cycle 3 - Average rms amplitude (µV) in N1 stage.
IP	cyc3_N2_amp_rms_uV	Cycle 3 - Average rms amplitude (µV) in N2 stage.
IQ	cyc3_N3_amp_rms_uV	Cycle 3 - Average rms amplitude (µV) in N3 stage.
IR	cyc3_N2N3_amp_rms_uV	Cycle 3 - Average rms amplitude (µV) in N2 and N3 stage.
IS	cyc3_NREM_amp_rms_uV	Cycle 3 - Average rms amplitude (µV) in NREM stage (N1, N2, N3).
IT	cyc3_R_amp_rms_uV	Cycle 3 - Average rms amplitude (µV) in REM stage.
IU	cyc3_amp_rms_uV	Cycle 3 - Average rms (Root Mean Square) amplitude (µV) in all stages
IV	cyc4_valid_min	Cycle 4 - Valid (no artifact) duration (min) available for detection minus the REM periods if excluded.
IW	cyc4_N1_valid_min	Cycle 4 - Valid (no artifact) duration (min) in N1 stage available for detection minus the REM periods if excluded.
IX	cyc4_N2_valid_min	Cycle 4 - Valid (no artifact) duration (min) in N2 stage available for detection minus the REM periods if excluded.
IY	cyc4_N3_valid_min	Cycle 4 - Valid (no artifact) duration (min) in N3 stage available for detection minus the REM periods if excluded.
IZ	cyc4_N2N3_valid_min	Cycle 4 - Valid (no artifact) duration (min) in N2 and N3 stage available for detection minus the REM periods if excluded.
JA	cyc4_NREM_valid_min	Cycle 4 - Valid (no artifact) duration (min) in NREM stage (N1, N2, N3) available for detection minus the REM periods if excluded.
JB	cyc4_R_valid_min	Cycle 4 - Valid (no artifact) duration (min) in REM stage available for detection.
JC	cyc4_min	Cycle 4 duration (min) minus the REM periods if excluded.
JD	cyc4_N1_spindle_count	Cycle 4 - Sleep spindle count in N1 stage.
JE	cyc4_N2_spindle_count	Cycle 4 - Sleep spindle count in N2 stage.
JF	cyc4_N3_spindle_count	Cycle 4 - Sleep spindle count in N3 stage.
JG	cyc4_N2N3_spindle_count	Cycle 4 - Sleep spindle count in N2 and N3 stage.
JH	cyc4_NREM_spindle_count	Cycle 4 - Sleep spindle count in NREM stage (N1, N2, N3).
JI	cyc4_R_spindle_count	Cycle 4 - Sleep spindle count in REM stage.
JJ	cyc4_spindle_count	Cycle 4 - Sleep spindle count in all stages.
JK	cyc4_N1_density	Cycle 4 - Spindle density (count/min) in N1 stage.
JL	cyc4_N2_density	Cycle 4 - Spindle density (count/min) in N2 stage.
JM	cyc4_N3_density	Cycle 4 - Spindle density (count/min) in N3 stage.
JN	cyc4_N2N3_density	Cycle 4 - Spindle density (count/min) in N2 and N3 stage.
JO	cyc4_NREM_density	Cycle 4 - Spindle density (count/min) in NREM stage (N1, N2, N3).
JP	cyc4_R_density	Cycle 4 - Spindle density (count/min) in REM stage.
JQ	cyc4_density	Cycle 4 - Spindle density (count/min) in all stages.
JR	cyc4_N1_spindle_sec	Cycle 4 - Average spindle duration (s) in N1 stage.
JS	cyc4_N2_spindle_sec	Cycle 4 - Average spindle duration (s) in N2 stage.
JT	cyc4_N3_spindle_sec	Cycle 4 - Average spindle duration (s) in N3 stage.
JU	cyc4_N2N3_spindle_sec	Cycle 4 - Average spindle duration (s) in N2 and N3 stage.
JV	cyc4_NREM_spindle_sec	Cycle 4 - Average spindle duration (s) in NREM stage (N1, N2, N3).
JW	cyc4_R_spindle_sec	Cycle 4 - Average spindle duration (s) in REM stage.
JX	cyc4_spindle_sec	Cycle 4 - Average spindle duration (s) in all stages.
JY	cyc4_N1_dom_freq_Hz	Cycle 4 - Spindle dominant frequency (Hz) where spectral energy is maximum in N1 stage.
JZ	cyc4_N2_dom_freq_Hz	Cycle 4 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 stage.
KA	cyc4_N3_dom_freq_Hz	Cycle 4 - Spindle dominant frequency (Hz) where spectral energy is maximum in N3 stage.
KB	cyc4_N2N3_dom_freq_Hz	Cycle 4 - Spindle dominant frequency (Hz) where spectral energy is maximum in N2 and N3 stage.
KC	cyc4_NREM_dom_freq_Hz	Cycle 4 - Spindle dominant frequency (Hz) where spectral energy is maximum in NREM stage (N1, N2, N3).
